filename,book_id,page_id,strip_width_mm,x_start,x_end
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00005_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00005,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00006_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00006,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00007_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00007,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00008_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00008,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00009_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00009,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00010_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00010,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00011_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00011,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00012_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00012,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00013_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00013,30,1033,1366
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_000_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,597,930
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_001_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,715,1048
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_002_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,921,1254
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_003_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,1159,1492
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_004_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,415,748
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_005_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,168,501
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_006_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,1188,1521
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_007_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,1103,1436
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_008_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,411,744
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_009_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,101,434
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_010_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,240,573
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_011_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,155,488
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_012_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,355,688
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_013_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,333,666
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_014_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,363,696
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_015_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,49,382
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_016_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,781,1114
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_017_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,292,625
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_018_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,467,800
mushaf_15_MusahffMedinaAdie1447-page-00014_strip_019_30mm.png,mushaf,15_MusahffMedinaAdie1447-page-00014,30,1033,1366
